Wikidata item,Title,Authorlabel,Linkcount
http://www.wikidata.org/entity/Q1152283,Meditations,Marcus Aurelius Antoninus,28
http://www.wikidata.org/entity/Q514694,Homage to Catalonia,George Orwell,28
http://www.wikidata.org/entity/Q163335,Principia Mathematica,Bertrand Russell,28
http://www.wikidata.org/entity/Q25750,The Casual Vacancy,J. K. Rowling,28
http://www.wikidata.org/entity/Q750670,Lady Chatterley's Lover,D. H. Lawrence,28
http://www.wikidata.org/entity/Q863438,The Valley of Fear,Arthur Conan Doyle,28
http://www.wikidata.org/entity/Q733582,His Last Bow,Arthur Conan Doyle,28
http://www.wikidata.org/entity/Q333179,Persuasion,Jane Austen,28
http://www.wikidata.org/entity/Q826428,Blindness,José Saramago,28
http://www.wikidata.org/entity/Q849701,East of Eden,John Steinbeck,28
http://www.wikidata.org/entity/Q75840,And Quiet Flows the Don,Michail Sholokhov,28
http://www.wikidata.org/entity/Q501514,The Lightning Thief,Rick Riordan,27
http://www.wikidata.org/entity/Q662029,Neuromancer,William Gibson,27
http://www.wikidata.org/entity/Q842074,Oblomov,Ivan Goncharov,27
http://www.wikidata.org/entity/Q670350,The Imitation of Christ,Thomas à Kempis,27
http://www.wikidata.org/entity/Q52910,The Shadow of the Wind,Carlos Ruiz Zafón,27
http://www.wikidata.org/entity/Q470464,My Name Is Red,Orhan Pamuk,27
http://www.wikidata.org/entity/Q464220,The Host,Stephenie Meyer,27
http://www.wikidata.org/entity/Q845981,De revolutionibus orbium coelestium,Nicolaus Copernicus,27
http://www.wikidata.org/entity/Q605790,Meditations on First Philosophy,René Descartes,27
http://www.wikidata.org/entity/Q119709,Being and Nothingness,Jean-Paul Sartre,27
http://www.wikidata.org/entity/Q427827,Fundamento de Esperanto,Ludwik Lejzer Zamenhof,27
http://www.wikidata.org/entity/Q514727,The Spirit of the Laws,Montesquieu,27
http://www.wikidata.org/entity/Q501351,The Sun Also Rises,Ernest Hemingway,27
http://www.wikidata.org/entity/Q460583,The Pickwick Papers,Charles Dickens,27
http://www.wikidata.org/entity/Q836841,The Glass Bead Game,Hermann Hesse,27
http://www.wikidata.org/entity/Q146866,Resurrection,Leo Tolstoy,27
http://www.wikidata.org/entity/Q482085,The Caves of Steel,Isaac Asimov,27
http://www.wikidata.org/entity/Q734675,The Big Four,Agatha Christie,27
http://www.wikidata.org/entity/Q733639,Cards on the Table,Agatha Christie,27
http://www.wikidata.org/entity/Q731626,Curtain,Agatha Christie,27
http://www.wikidata.org/entity/Q469690,Mansfield Park,Jane Austen,27
http://www.wikidata.org/entity/Q477508,Northanger Abbey,Jane Austen,27
http://www.wikidata.org/entity/Q752584,Mrs Dalloway,Virginia Woolf,27
http://www.wikidata.org/entity/Q24596,God Is Not Great,Christopher Hitchens,27
http://www.wikidata.org/entity/Q727408,Lord Jim,Joseph Conrad,26
http://www.wikidata.org/entity/Q162478,Köchel catalogue,Ludwig Ritter von Köchel,26
http://www.wikidata.org/entity/Q591623,Silent Spring,Rachel Carson,26
http://www.wikidata.org/entity/Q939074,Gesta Danorum,Saxo Grammaticus,26
http://www.wikidata.org/entity/Q523076,Little Women,Louisa May Alcott,26
http://www.wikidata.org/entity/Q467363,The Cathedral and the Bazaar,Eric S. Raymond,26
http://www.wikidata.org/entity/Q2418926,Planet of the Apes,Pierre Boulle,26
http://www.wikidata.org/entity/Q830643,The Egyptian,Mika Waltari,26
http://www.wikidata.org/entity/Q843940,Common Sense,Thomas Paine,26
http://www.wikidata.org/entity/Q886659,Sahih Muslim,Muslim ibn al-Hajjaj,26
http://www.wikidata.org/entity/Q774233,Journey to the End of the Night,Louis-Ferdinand Céline,26
http://www.wikidata.org/entity/Q322156,The Boy in the Striped Pyjamas,John Boyne,26
http://www.wikidata.org/entity/Q485552,Samguk Sagi,Kim Bu-sik,26
http://www.wikidata.org/entity/Q313030,The History of the Decline and Fall of the Roman Empire,Edward Gibbon,26
http://www.wikidata.org/entity/Q829130,Memoirs of a Geisha,Arthur Golden,26
http://www.wikidata.org/entity/Q936276,The Wind in the Willows,Kenneth Grahame,26
http://www.wikidata.org/entity/Q177359,Alexiad,Anna Komnene,26
http://www.wikidata.org/entity/Q430428,Book of the Later Han,Fan Ye,26
http://www.wikidata.org/entity/Q752285,Laws,Plato,26
http://www.wikidata.org/entity/Q17111624,The Martian,Andy Weir,26
http://www.wikidata.org/entity/Q82438,The Art of Computer Programming,Donald Knuth,26
http://www.wikidata.org/entity/Q692567,The Torture Garden,Octave Mirbeau,26
http://www.wikidata.org/entity/Q1327411,Around the Moon,Jules Verne,26
http://www.wikidata.org/entity/Q232055,Two Years' Vacation,Jules Verne,26
http://www.wikidata.org/entity/Q27321,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,26
http://www.wikidata.org/entity/Q13882199,The Cuckoo's Calling,J. K. Rowling,26
http://www.wikidata.org/entity/Q726535,Three Act Tragedy,Agatha Christie,26
http://www.wikidata.org/entity/Q542293,Murder on the links,Agatha Christie,26
http://www.wikidata.org/entity/Q642911,Murder in Mesopotamia,Agatha Christie,26
http://www.wikidata.org/entity/Q629438,Elephants Can Remember,Agatha Christie,26
http://www.wikidata.org/entity/Q636815,The Mystery of the Blue Train,Agatha Christie,26
http://www.wikidata.org/entity/Q727861,The A.B.C. Murders,Agatha Christie,26
http://www.wikidata.org/entity/Q752439,Appointment with Death,Agatha Christie,26
http://www.wikidata.org/entity/Q741033,Evil Under the Sun,Agatha Christie,26
http://www.wikidata.org/entity/Q742226,Pet Sematary,Stephen King,26
http://www.wikidata.org/entity/Q466288,The Green Mile,Stephen King,26
http://www.wikidata.org/entity/Q1317839,Martin Eden,Jack London,26
http://www.wikidata.org/entity/Q907568,The Scarlet Letter,Nathaniel Hawthorne,25
http://www.wikidata.org/entity/Q1339346,Pan Tadeusz,Adam Mickiewicz,25
http://www.wikidata.org/entity/Q1047711,Casino Royale,Ian Fleming,25
http://www.wikidata.org/entity/Q606465,The Thorn Birds,Colleen McCullough,25
http://www.wikidata.org/entity/Q279022,"Guns, Germs, and Steel",Jared Diamond,25
http://www.wikidata.org/entity/Q579744,Kafka on the Shore,Haruki Murakami,25
http://www.wikidata.org/entity/Q936801,Watership Down,Richard Adams,25
http://www.wikidata.org/entity/Q974141,Apicius,Apicius,25
http://www.wikidata.org/entity/Q753535,Jin Ping Mei,Lanling Xiaoxiao Sheng,25
http://www.wikidata.org/entity/Q195721,Slayers,Hajime Kanzaka,25
http://www.wikidata.org/entity/Q833645,First Folio,William Shakespeare,25
http://www.wikidata.org/entity/Q1130546,Humiliated and Insulted,Fyodor Dostoyevsky,25
http://www.wikidata.org/entity/Q1165434,"The Descent of Man, and Selection in Relation to Sex",Charles Darwin,25
http://www.wikidata.org/entity/Q1373644,Eugénie Grandet,Honoré de Balzac,25
http://www.wikidata.org/entity/Q544948,Commentarii de Bello Civili,Julius Caesar,25
http://www.wikidata.org/entity/Q18084,Vita Nuova,Dante Alighieri,25
http://www.wikidata.org/entity/Q28491,The Betrothed,Alessandro Manzoni,25
http://www.wikidata.org/entity/Q840584,Scouting for Boys,Robert Baden-Powell,25
http://www.wikidata.org/entity/Q935935,Chronicle of a Death Foretold,Gabriel García Márquez,25
http://www.wikidata.org/entity/Q604922,Death in the Clouds,Agatha Christie,25
http://www.wikidata.org/entity/Q426600,After the Funeral,Agatha Christie,25
http://www.wikidata.org/entity/Q377710,Hercule Poirot's Christmas,Agatha Christie,25
http://www.wikidata.org/entity/Q752432,Lord Edgware Dies,Agatha Christie,25
http://www.wikidata.org/entity/Q785255,The Lost World,Arthur Conan Doyle,25
http://www.wikidata.org/entity/Q1129378,The Case-Book of Sherlock Holmes,Arthur Conan Doyle,25
http://www.wikidata.org/entity/Q753290,'Salem's Lot,Stephen King,25
http://www.wikidata.org/entity/Q918052,The Martian Chronicles,Ray Bradbury,25
http://www.wikidata.org/entity/Q718268,The Island of Doctor Moreau,H. G. Wells,25
http://www.wikidata.org/entity/Q625764,Midnight's Children,Salman Rushdie,25
http://www.wikidata.org/entity/Q741222,Rendezvous with Rama,Arthur C. Clarke,25
http://www.wikidata.org/entity/Q32136,The Colour of Magic,Terry Pratchett,25
http://www.wikidata.org/entity/Q41359,Cat's Cradle,Kurt Vonnegut,25
http://www.wikidata.org/entity/Q311449,The Reader,Bernhard Schlink,24
http://www.wikidata.org/entity/Q901384,The Sea of Monsters,Rick Riordan,24
http://www.wikidata.org/entity/Q1137369,The Girl Who Played with Fire,Stieg Larsson,24
http://www.wikidata.org/entity/Q316894,Max and Moritz,Wilhelm Busch,24
http://www.wikidata.org/entity/Q230230,Zuo Zhuan,Zuo Qiuming,24
http://www.wikidata.org/entity/Q1052459,Good Omens,Neil Gaiman,24
http://www.wikidata.org/entity/Q466504,American Psycho,Bret Easton Ellis,24
http://www.wikidata.org/entity/Q907064,Getting Things Done,David Allen,24
http://www.wikidata.org/entity/Q831517,"Gödel, Escher, Bach",Douglas Hofstadter,24
http://www.wikidata.org/entity/Q1129589,Rip Van Winkle,Washington Irving,24
http://www.wikidata.org/entity/Q15991228,Capital in the Twenty-First Century,Thomas Piketty,24
http://www.wikidata.org/entity/Q119534,Shakugan no Shana,Yashichiro Takahashi,24
http://www.wikidata.org/entity/Q699643,Candy Candy,Kyoko Mizuki,24
http://www.wikidata.org/entity/Q1345004,Heart of a Dog,Mikhail Bulgakov,24
http://www.wikidata.org/entity/Q846241,Theaetetus,Plato,24
http://www.wikidata.org/entity/Q1053359,The Birth of Tragedy,Friedrich Nietzsche,24
http://www.wikidata.org/entity/Q538396,The Antichrist,Friedrich Nietzsche,24
http://www.wikidata.org/entity/Q1047156,"The General Theory of Employment, Interest and Money",John Maynard Keynes,24
http://www.wikidata.org/entity/Q1142149,La Peau de chagrin,Honoré de Balzac,24
http://www.wikidata.org/entity/Q1638194,The Road to Serfdom,Friedrich Hayek,24
http://www.wikidata.org/entity/Q615383,The Narrative of Arthur Gordon Pym of Nantucket,Edgar Allan Poe,24
http://www.wikidata.org/entity/Q918057,The Universe in a Nutshell,Stephen Hawkimg,24
http://www.wikidata.org/entity/Q195261,Business is business,Octave Mirbeau,24
http://www.wikidata.org/entity/Q1051965,Memories of My Melancholy Whores,Gabriel García Márquez,24
http://www.wikidata.org/entity/Q721,"Life, the Universe and Everything",Douglas Adams,24
http://www.wikidata.org/entity/Q578895,The Restaurant at the End of the Universe,Douglas Adams,24
http://www.wikidata.org/entity/Q704019,Ars Amatoria,Ovid,24
http://www.wikidata.org/entity/Q929899,The Begum's Fortune,Jules Verne,24
http://www.wikidata.org/entity/Q304493,Five Little Pigs,Agatha Christie,24
http://www.wikidata.org/entity/Q745079,A Murder Is Announced,Agatha Christie,24
http://www.wikidata.org/entity/Q741407,The Body in the Library,Agatha Christie,24
http://www.wikidata.org/entity/Q914197,Cat Among the Pigeons,Agatha Christie,24
http://www.wikidata.org/entity/Q29132,A Pocket Full of Rye,Agatha Christie,24
http://www.wikidata.org/entity/Q828031,Firestarter,Stephen King,24
http://www.wikidata.org/entity/Q1411928,Needful Things,Stephen King,24
http://www.wikidata.org/entity/Q469889,Cell,Stephen King,24
http://www.wikidata.org/entity/Q40205,Cloud Atlas,David Mitchell,24
http://www.wikidata.org/entity/Q1062365,Hunger,Knut Hamsun,24
http://www.wikidata.org/entity/Q835341,2001: A Space Odyssey,Arthur C. Clarke,24
http://www.wikidata.org/entity/Q466057,Childhood's End,Arthur C. Clarke,24
http://www.wikidata.org/entity/Q1052459,Good Omens,Terry Pratchett,24
http://www.wikidata.org/entity/Q1247865,The Bridge on the Drina,Ivo Andrić,24
http://www.wikidata.org/entity/Q1055881,On Liberty,John Stuart Mill,24
http://www.wikidata.org/entity/Q1144655,Ronia the Robber's Daughter,Astrid Lindgren,24
http://www.wikidata.org/entity/Q854921,The Decline of the West,Oswald Spengler,24
http://www.wikidata.org/entity/Q951060,The Structure of Scientific Revolutions,Thomas Kuhn,23
http://www.wikidata.org/entity/Q837934,Flowers for Algernon,Daniel Keyes,23
http://www.wikidata.org/entity/Q880092,Black Beauty,Anna Sewell,23
http://www.wikidata.org/entity/Q1140295,The Road,Cormac McCarthy,23
http://www.wikidata.org/entity/Q472208,The Subtle Knife,Philip Pullman,23
http://www.wikidata.org/entity/Q169976,Northern Lights,Philip Pullman,23
http://www.wikidata.org/entity/Q955910,Three Men in a Boat,Jerome K. Jerome,23
http://www.wikidata.org/entity/Q1210734,The 120 Days of Sodomlos 120 dias de sodoma,Marquis de Sade,23
http://www.wikidata.org/entity/Q387480,Little Lord Fauntleroy,Frances Hodgson Burnett,23
http://www.wikidata.org/entity/Q615137,The Pillow Book,Sei Shōnagon,23
http://www.wikidata.org/entity/Q816528,Ben-Hur: A Tale of the Christ,Lew Wallace,23
http://www.wikidata.org/entity/Q1163227,The Pillars of the Earth,Ken Follett,23
http://www.wikidata.org/entity/Q430514,American Gods,Neil Gaiman,23
http://www.wikidata.org/entity/Q1147582,"Cyclopaedia, or an Universal Dictionary of Arts and Sciences",Ephraim Chambers,23
http://www.wikidata.org/entity/Q538574,Vita Karoli Magni,Einhard,23
http://www.wikidata.org/entity/Q742753,"Bambi, A Life in the Woods",Felix Salten,23
http://www.wikidata.org/entity/Q318333,Daphnis and Chloe,Longus,23
http://www.wikidata.org/entity/Q520175,Loveless,Yun Kōga,23
http://www.wikidata.org/entity/Q1139550,Encyclopædia Iranica,Ehsan Yarshater,23
http://www.wikidata.org/entity/Q825718,Wikinomics: How Mass Collaboration Changes Everything,Don Tapscott,23
http://www.wikidata.org/entity/Q825718,Wikinomics: How Mass Collaboration Changes Everything,Anthony D. Williams,23
http://www.wikidata.org/entity/Q153028,Codex Atlanticus,Leonardo da Vinci,23
http://www.wikidata.org/entity/Q746253,Meno,Plato,23
http://www.wikidata.org/entity/Q1259616,Muqaddimah,Ibn Khaldun,23
http://www.wikidata.org/entity/Q1056332,Critique of Judgment,Immanuel Kant,23
http://www.wikidata.org/entity/Q1061693,The Gay Science,Friedrich Nietzsche,23
http://www.wikidata.org/entity/Q339761,Bel Ami,Guy de Maupassant,23
http://www.wikidata.org/entity/Q2011716,The Raw Youth,Fyodor Dostoyevsky,23
http://www.wikidata.org/entity/Q1735826,Categories,Aristotle,23
http://www.wikidata.org/entity/Q48229,Amerika,Franz Kafka,23
http://www.wikidata.org/entity/Q1196792,The Black Arrow: A Tale of the Two Roses,Robert Louis Stevenson,23
http://www.wikidata.org/entity/Q791487,Baudolino,Umberto Eco,23
http://www.wikidata.org/entity/Q847642,Nicholas Nickleby,Charles Dickens,23
http://www.wikidata.org/entity/Q2358930,Gitanjali,Rabindranath Tagore,23
http://www.wikidata.org/entity/Q1214091,The Kreutzer Sonata,Leo Tolstoy,23
http://www.wikidata.org/entity/Q319149,The Adventures of Captain Hatteras,Jules Verne,23
http://www.wikidata.org/entity/Q839800,Foundation and Empire,Isaac Asimov,23
http://www.wikidata.org/entity/Q469862,The Naked Sun,Isaac Asimov,23
http://www.wikidata.org/entity/Q957248,Peril at End House,Agatha Christie,23
http://www.wikidata.org/entity/Q337944,Dumb Witness,Agatha Christie,23
http://www.wikidata.org/entity/Q581458,The Waste Land,T. S. Eliot,23
http://www.wikidata.org/entity/Q560352,The World as Will and Representation,Arthur Schopenhauer,23
http://www.wikidata.org/entity/Q835739,Cujo,Stephen King,23
http://www.wikidata.org/entity/Q466790,The Dead Zone,Stephen King,23
http://www.wikidata.org/entity/Q435722,Under the Dome,Stephen King,23
http://www.wikidata.org/entity/Q250123,Christine,Stephen King,23
http://www.wikidata.org/entity/Q477792,The Blind Watchmaker,Richard Dawkins,23
http://www.wikidata.org/entity/Q469969,The Light Fantastic,Terry Pratchett,23
http://www.wikidata.org/entity/Q1257081,Three Comrades,Erich Maria Remarque,23
http://www.wikidata.org/entity/Q464921,Arch of Triumph,Erich Maria Remarque,23
http://www.wikidata.org/entity/Q247372,Tender Is the Night,F. Scott Fitzgerald,22
http://www.wikidata.org/entity/Q300646,A Vindication of the Rights of Woman,Mary Wollstonecraft,22
http://www.wikidata.org/entity/Q132042,Leaves of Grass,Walt Whitman,22
http://www.wikidata.org/entity/Q277111,The Limits to Growth,Donella Meadows,22
http://www.wikidata.org/entity/Q951587,Never Let Me Go,Kazuo Ishiguro,22
http://www.wikidata.org/entity/Q830740,The Tale of the Heike,Eiji Yoshikawa,22
http://www.wikidata.org/entity/Q649409,Tess of the d'Urbervilles,Thomas Hardy,22
http://www.wikidata.org/entity/Q1142887,In Cold Blood,Truman Capote,22
http://www.wikidata.org/entity/Q44276,The Jewish War,Josephus,22
http://www.wikidata.org/entity/Q1137494,King Solomon's Mines,H. Rider Haggard,22
http://www.wikidata.org/entity/Q245194,The Twelve Chairs,Ilya Ilf,22
http://www.wikidata.org/entity/Q849907,The Short Second Life of Bree Tanner,Stephenie Meyer,22
http://www.wikidata.org/entity/Q1053942,The Seven Habits of Highly Effective People,Stephen Covey,22
http://www.wikidata.org/entity/Q83755,Strange Stories from a Chinese Studio,Pu Songling,22
http://www.wikidata.org/entity/Q1649862,The Big Sleep,Raymond Chandler,22
http://www.wikidata.org/entity/Q59696,Maus,Art Spiegelman,22
http://www.wikidata.org/entity/Q678277,The Bad Beginning,Lemony Snicket,22
http://www.wikidata.org/entity/Q678277,The Bad Beginning,Daniel Handler,22
http://www.wikidata.org/entity/Q740339,Ocean Waves,Saeko Himuro,22
http://www.wikidata.org/entity/Q245194,The Twelve Chairs,Yevgeny Petrov,22
http://www.wikidata.org/entity/Q482535,Welcome to the N.H.K.,Tatsuhiko Takimoto,22
http://www.wikidata.org/entity/Q277111,The Limits to Growth,Jørgen Randers,22
http://www.wikidata.org/entity/Q277111,The Limits to Growth,Dennis Meadows,22
http://www.wikidata.org/entity/Q852868,The 100,Michael H. Hart,22
http://www.wikidata.org/entity/Q918060,The Fox and the Hound,Daniel P. Mannix,22
http://www.wikidata.org/entity/Q870851,Critique of Practical Reason,Immanuel Kant,22
http://www.wikidata.org/entity/Q27775,The Village of Stepanchikovo,Fyodor Dostoyevsky,22
http://www.wikidata.org/entity/Q1192975,The Double: A Petersburg Poem,Fyodor Dostoyevsky,22
http://www.wikidata.org/entity/Q4509219,Inferno,Dante Alighieri,22
http://www.wikidata.org/entity/Q472031,The Island of the Day Before,Umberto Eco,22
http://www.wikidata.org/entity/Q565638,Little Dorrit,Charles Dickens,22
http://www.wikidata.org/entity/Q848612,A Connecticut Yankee in King Arthur's Court,Mark Twain,22
http://www.wikidata.org/entity/Q645024,Mathias Sandorf,Jules Verne,22
http://www.wikidata.org/entity/Q248096,"The History of Tom Jones, a Foundling",Henry Fielding,22
http://www.wikidata.org/entity/Q853927,Second Foundation,Isaac Asimov,22
